step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,isFraud
12,439846,0,0,452123,751671,1,0,0,0,0
300,32487,0,0,3533553,3566040,0,0,0,1,0
205,293964,12228,0,0,293964,1,0,0,0,0
297,87319,0,0,0,0,0,0,1,0,0
281,121116,0,0,3974408,4095524,0,0,0,1,0
154,17362,2964,0,0,0,0,0,1,0,0
14,128037,62067,0,0,128037,1,0,0,0,0
228,64996,0,0,3053059,3118055,0,0,0,1,0
9,9394,0,0,0,0,0,0,1,0,0
597,12571,14390,1819,0,0,0,0,1,0,0
40,162257,15260,0,3479,0,1,0,0,0,0
485,277485,277485,0,0,0,0,0,0,1,1
236,127918,31361,0,5161765,5289683,1,0,0,0,0
275,38949,306851,267902,0,0,0,0,1,0,0
15,248975,0,0,3264305,3445384,1,0,0,0,0
404,115975,20614,136589,12175,0,0,0,0,0,0
279,30654,0,0,0,0,0,0,1,0,0
331,32119,0,0,155150,187268,1,0,0,0,0
369,31339,49801,18461,0,0,0,0,1,0,0
252,112236,30431,0,0,0,1,0,0,0,0
8,49986,52735,2749,0,49986,1,0,0,0,0
372,27602,0,0,0,0,0,0,1,0,0
206,3600,0,0,0,0,0,0,1,0,0
400,505089,0,0,2717919,3223008,0,0,0,1,0
347,27111,5044,0,0,0,0,0,1,0,0
18,12401,100579,88178,0,0,0,0,1,0,0
201,4783,40637,35854,0,0,0,0,1,0,0
119,5073,21732,16659,0,0,0,0,1,0,0
237,194624,88088,0,2471085,2665709,1,0,0,0,0
232,377476,110929,0,0,377476,1,0,0,0,0
735,92736,92736,0,921583,1014319,1,0,0,0,1
190,116075,12980038,13096113,280737,164662,0,0,0,0,0
379,284000,284000,0,0,0,0,0,0,1,1
355,12256,61575,49318,0,0,0,0,1,0,0
134,200065,0,0,780287,980352,1,0,0,0,0
379,29720,23268,52988,58199,28480,0,0,0,0,0
355,19244,282682,263438,0,0,0,0,1,0,0
296,716273,716273,0,0,716273,1,0,0,0,1
17,496287,28098,524385,0,0,0,0,0,0,0
155,15886,104591,88705,0,0,0,0,1,0,0
160,741616,3768,0,3803840,4545456,0,0,0,1,0
94,366,0,0,0,0,0,0,1,0,0
253,282786,10998,0,0,282786,1,0,0,0,0
131,42577,0,0,286406,328983,1,0,0,0,0
239,144805,0,0,675572,820377,1,0,0,0,0
20,390694,0,0,1986339,2377033,1,0,0,0,0
22,9199,108365,99166,0,0,0,0,1,0,0
202,229454,816,0,7832921,10052045,1,0,0,0,0
67,1028326,1028326,0,0,0,0,0,0,1,1
252,26043,51354,25311,0,0,0,0,1,0,0
125,99794,99794,0,209609,309403,1,0,0,0,1
43,42738,3435518,3478256,332443,289705,0,0,0,0,0
183,155309,0,0,1924622,2197026,0,0,0,1,0
12,20790,0,0,0,0,0,0,1,0,0
42,152836,0,0,5250613,5292811,1,0,0,0,0
180,401694,14963,416657,0,0,0,0,0,0,0
284,21665,19066,40731,426877,405212,0,0,0,0,0
180,632475,5715,0,11468,568060,1,0,0,0,0
181,5113,0,0,0,0,0,0,1,0,0
331,107134,100615,0,265465,372599,1,0,0,0,0
155,16943,20807,3864,0,0,0,0,1,0,0
275,13502,0,0,242811,256313,1,0,0,0,0
130,30337,0,0,0,0,0,0,1,0,0
374,147766,77680,225446,76030,0,0,0,0,0,0
232,2424,0,0,0,0,0,0,1,0,0
306,112859,3974581,4087440,12025601,11912741,0,0,0,0,0
333,482715,0,0,1787407,2270122,0,0,0,1,0
324,714302,200806,0,0,714302,1,0,0,0,0
279,210022,3037,0,2136690,2346713,1,0,0,0,0
492,1857900,21836,0,383896,2241796,0,0,0,1,0
383,1175,5038,3863,222802,223978,0,1,0,0,0
544,312948,1760823,2073771,601061,288112,0,0,0,0,0
373,10254,625,10879,2347672,2337418,0,0,0,0,0
617,29629,53495,23865,0,0,0,0,1,0,0
203,458586,0,0,5565737,6024323,1,0,0,0,0
576,884821,884821,0,1628389,2513210,1,0,0,0,1
18,342029,4874802,5216831,2627604,2285574,0,0,0,0,0
304,7827,21968271,21976098,7009444,7001617,0,0,0,0,0
42,1042493,51914,0,270406,1312899,0,0,0,1,0
596,204721,204721,0,0,204721,1,0,0,0,1
275,11152,213770,202618,0,0,0,0,1,0,0
255,13292,42393,29100,0,0,0,0,1,0,0
187,11770,2498224,2509994,51810,40040,0,0,0,0,0
16,8238,0,0,0,0,0,0,1,0,0
354,16685,14176,0,0,0,0,0,1,0,0
33,3313,818200,814887,5285194,5288506,1,0,0,0,0
276,1879,726632,724753,0,0,0,0,1,0,0
229,53621,3122,0,0,0,0,0,1,0,0
14,11671,0,0,0,0,0,0,1,0,0
164,177681,177681,0,0,0,0,0,0,1,1
42,401875,0,0,2171122,2750960,1,0,0,0,0
275,12887,0,0,0,0,0,0,1,0,0
12,158298,410785,252486,283910,604192,1,0,0,0,0
18,325488,253683,0,0,325488,1,0,0,0,0
228,130152,9236735,9366887,177622,47471,0,0,0,0,0
19,399987,739,0,404434,804421,1,0,0,0,0
10,108279,0,0,232368,83300,1,0,0,0,0
20,4578,1336,0,0,0,0,0,1,0,0
208,16199,10633,0,0,0,0,0,1,0,0
285,201908,2464272,2666180,902204,700296,0,0,0,0,0
373,14725,482566,467841,0,0,0,0,1,0,0
393,25561,0,0,0,0,0,0,1,0,0
258,893,0,0,0,0,0,0,1,0,0
381,128072,13121,141193,10544915,10416843,0,0,0,0,0
178,89821,2795765,2885585,343322,253501,0,0,0,0,0
358,12310,13624,1314,0,0,0,0,1,0,0
274,422229,0,0,599815,1022044,1,0,0,0,0
34,276715,39929,0,9118889,9395604,1,0,0,0,0
18,257792,2235209,2493001,1702586,1444794,0,0,0,0,0
41,493549,11319,0,0,493549,1,0,0,0,0
210,22792,47847,70639,171708,8118501,0,0,0,0,0
602,232186,232186,0,0,0,0,0,0,1,1
551,3270,84,0,0,3270,1,0,0,0,0
330,12133,161235,149102,0,0,0,0,1,0,0
545,254846,61750,316596,0,0,0,0,0,0,0
283,24356,127595,103239,0,0,0,0,1,0,0
180,39772,32580,72352,1231652,1191880,0,0,0,0,0
125,144066,144066,0,0,0,0,0,0,1,1
34,76858,9534382,9611240,123258,46400,0,0,0,0,0
307,199910,9180,209090,20505,0,0,0,0,0,0
36,243969,0,0,281696,525665,1,0,0,0,0
37,79637,9081,0,4748975,4910071,1,0,0,0,0
36,113468,160568,47100,1319607,1433075,0,0,0,1,0
40,832612,0,0,1782304,2614916,0,0,0,1,0
11,306016,337503,31487,459172,765189,1,0,0,0,0
203,269669,114,0,0,269669,1,0,0,0,0
185,29580,0,0,0,0,0,0,1,0,0
308,28730,0,0,0,0,0,0,1,0,0
234,51790,0,0,1245116,1296907,1,0,0,0,0
155,535120,69861,0,349800,736145,0,0,0,1,0
298,151946,101552,0,0,151946,1,0,0,0,0
363,56231,56231,0,0,56231,1,0,0,0,1
403,219886,0,0,992211,1212097,1,0,0,0,0
250,1040091,5535,0,0,1040091,0,0,0,1,0
8,1762,50750,48988,0,0,0,0,1,0,0
135,170461,0,0,3457058,3627519,1,0,0,0,0
652,258570,258570,0,0,0,0,0,0,1,1
21,305181,51433,0,0,305181,1,0,0,0,0
227,250001,974406,724405,0,250001,1,0,0,0,0
34,9523,110656,101133,0,0,0,0,1,0,0
141,2900,0,0,0,0,0,0,1,0,0
227,44678,0,0,222712,267389,1,0,0,0,0
573,330641,3100041,3430682,669873,339231,0,0,0,0,0
659,1423628,1423628,0,0,1423628,1,0,0,0,1
188,2686,565205,562519,0,0,0,0,1,0,0
565,87960,39305,127265,758684,670723,0,0,0,0,0
133,68000,30242,98242,2738409,2670409,0,0,0,0,0
402,116437,112,0,7993900,8110337,1,0,0,0,0
259,10929,0,0,0,0,0,0,1,0,0
387,10000000,10000000,0,0,10000000,1,0,0,0,1
352,12138,0,0,0,0,0,0,1,0,0
522,6420,146960,140540,0,0,0,0,1,0,0
397,14384,102900,88516,0,0,0,0,1,0,0
349,212588,63568,0,0,212588,1,0,0,0,0
644,6750,874,0,0,0,0,0,1,0,0
16,12776,52,0,0,0,0,0,1,0,0
189,61823,30209,0,120876,182699,1,0,0,0,0
401,22671,0,0,0,0,0,0,1,0,0
371,20742,20532,0,0,0,0,0,1,0,0
423,139150,0,0,248858,388008,1,0,0,0,0
400,945226,61259,0,101624,1046850,0,0,0,1,0
162,32490,23207,0,269002,301492,1,0,0,0,0
10,279991,21168,0,419657,699648,1,0,0,0,0
326,16533,0,0,0,0,0,0,1,0,0
185,489344,10560,0,0,489344,1,0,0,0,0
354,964894,0,0,1369288,2334182,0,0,0,1,0
205,96640,96640,0,0,0,0,0,0,1,1
285,3693,60417,56724,0,0,0,0,1,0,0
41,19872,358346,338474,0,0,0,0,1,0,0
402,229259,70388,0,706337,935597,1,0,0,0,0
259,30084,794355,824439,100308,70224,0,0,0,0,0
256,189603,39717,0,7684291,7873894,1,0,0,0,0
378,43409,31369,74778,0,0,0,0,0,0,0
22,17521,23018,5497,0,0,0,0,1,0,0
227,5015,270766,265751,0,0,0,0,1,0,0
44,765906,11324,0,26548,792454,0,0,0,1,0
153,321789,12587,0,0,321789,1,0,0,0,0
20,294226,0,0,11655217,11949443,1,0,0,0,0
393,25132,1636,0,0,0,0,0,1,0,0
37,120767,147940,268707,1120613,1230224,0,0,0,0,0
355,78592,722,79314,53090,0,0,0,0,0,0
282,15075,72612,57537,0,0,0,0,1,0,0
646,10000000,50399045,40399045,0,0,0,0,0,1,1
661,204004,109953,0,1496341,1700346,1,0,0,0,0
33,29711,9460,39171,171218,141506,0,0,0,0,0
250,20263,0,0,237564,257826,1,0,0,0,0
323,431019,0,0,760843,1191862,1,0,0,0,0
406,184589,184589,0,0,0,0,0,0,1,1
184,208077,0,0,9407262,9615339,0,0,0,1,0
155,20633,0,0,0,0,0,0,1,0,0
156,12137,191,0,262335,274472,1,0,0,0,0
688,433216,15349,0,0,433216,1,0,0,0,0
231,6228,41785,35556,0,0,0,0,1,0,0
370,400774,147291,0,0,400774,1,0,0,0,0
209,3677,0,0,0,0,0,0,1,0,0
595,79449,1174617,1254066,633359,553910,0,0,0,0,0
133,5448,0,0,0,0,0,0,1,0,0
177,124263,1262838,1387102,282209,157945,0,0,0,0,0
166,98839,49966,0,1469,100308,1,0,0,0,0
280,768,20279,21047,963259,962492,0,0,0,0,0
140,14140,0,0,0,0,0,0,1,0,0
353,110332,0,0,517244,627576,1,0,0,0,0
397,272685,21995,0,836349,1109034,1,0,0,0,0
192,13791,183618,169827,0,0,0,0,1,0,0
236,43846,0,0,2606015,2649861,1,0,0,0,0
689,953615,953615,0,0,953615,1,0,0,0,1
383,7776,46157,38381,0,0,0,0,1,0,0
544,3962,38513,34551,7222,11184,0,1,0,0,0
378,168976,0,0,2623237,2792212,1,0,0,0,0
208,210597,714,211311,0,0,0,0,0,0,0
37,36150,0,0,0,0,0,0,1,0,0
8,142364,7949973,8092337,316036,312167,0,0,0,0,0
562,2305939,2305939,0,0,0,0,0,0,1,1
308,568426,0,0,890686,1459112,1,0,0,0,0
648,27584,27584,0,0,27584,1,0,0,0,1
204,234467,211,0,0,330664,0,0,0,1,0
282,96662,19139,115801,505964,409302,0,0,0,0,0
8,85446,49597,0,88190,1909260,1,0,0,0,0
142,11380,116075,104695,0,0,0,0,1,0,0
683,3914,248215,244301,0,0,0,0,1,0,0
167,3616,21803,18187,0,0,0,0,1,0,0
251,11513,0,0,0,0,0,0,1,0,0
306,15764,142132,126368,0,0,0,0,1,0,0
209,8722,206937,198215,689606,698327,0,1,0,0,0
258,4650,375639,370990,0,0,0,0,1,0,0
330,419689,11628,0,0,419689,1,0,0,0,0
43,262810,0,0,1375680,1638490,1,0,0,0,0
323,3032306,108655,0,9228838,12261144,0,0,0,1,0
273,85967,86347,380,106611,192578,1,0,0,0,0
331,68990,1640467,1709457,447456,378465,0,0,0,0,0
206,108749,905,0,380918,489667,1,0,0,0,0
21,3753,25726,21973,0,0,0,0,1,0,0
15,74394,0,0,1269950,1526218,1,0,0,0,0
234,268757,34979,0,298250,567007,1,0,0,0,0
132,2706,5514,2808,0,0,0,0,1,0,0
139,25621,20912,0,7166,32787,1,0,0,0,0
40,336265,7270771,7607036,926224,589959,0,0,0,0,0
260,50989,0,0,2871355,2922344,1,0,0,0,0
652,2054632,2054632,0,0,0,0,0,0,1,1
402,145630,20130,165760,25057,0,0,0,0,0,0
154,49176,29996,0,26906,76083,1,0,0,0,0
330,9242,0,0,0,0,0,0,1,0,0
178,124197,11501,0,0,124197,1,0,0,0,0
177,80315,77573,0,3126342,3206657,1,0,0,0,0
297,190044,7104675,7294719,906123,716079,0,0,0,0,0
10,79720,38605,118325,656640,634113,0,0,0,0,0
44,41209,11198,0,127707,168916,1,0,0,0,0
522,175416,578,0,9476084,9651500,1,0,0,0,0
330,1349354,0,0,1574508,2923862,0,0,0,1,0
254,158300,0,0,577175,735475,0,0,0,1,0
229,33212,5542099,5575311,3134193,3100980,0,0,0,0,0
185,175032,17186,192218,36655,0,0,0,0,0,0
186,366645,0,0,8043175,8409821,1,0,0,0,0
236,1465,0,0,0,0,0,0,1,0,0
236,9461,85258,75797,0,0,0,0,1,0,0
534,314738,579623,894361,347314,32575,0,0,0,0,0
589,352116,50505,402621,316945,0,0,0,0,0,0
399,237422,602564,365142,348614,586036,1,0,0,0,0
463,1968009,1968009,0,0,0,0,0,0,1,1
163,3942,0,0,0,0,0,0,1,0,0
308,7160,40471,33311,0,0,0,0,1,0,0
394,28958,19894,0,0,0,0,0,1,0,0
661,197969,29284,227253,0,0,0,0,0,0,0
211,17255,0,0,0,0,0,0,1,0,0
42,9772,15608,5836,0,0,0,0,1,0,0
402,8515,0,0,0,0,0,0,1,0,0
212,119741,254340,134599,3564539,3684280,1,0,0,0,0
400,2011,0,0,0,0,0,0,1,0,0
133,125801,10035794,10161595,361103,235302,0,0,0,0,0
333,143356,46920,190276,6535717,6392361,0,0,0,0,0
136,327232,0,0,553745,880977,1,0,0,0,0
299,2565,429875,427310,0,0,0,0,1,0,0
137,10232,156115,145883,0,0,0,0,1,0,0
619,18116,0,0,0,0,0,0,1,0,0
137,13802,80241,66439,2685180,2698981,1,0,0,0,0
406,95716,30020,0,71758,167474,1,0,0,0,0
203,584490,4513828,5098319,4034446,3449956,0,0,0,0,0
373,193297,50856,0,0,193297,1,0,0,0,0
355,31434,13309883,13341317,371618,340184,0,0,0,0,0
164,38652,4036453,4075106,342355,303703,0,0,0,0,0
229,4965,0,0,0,0,0,0,1,0,0
521,48734,48734,0,0,0,0,0,0,1,1
228,3862,0,0,0,0,0,0,1,0,0
326,26584,0,0,1288600,1315184,1,0,0,0,0
228,479241,0,0,1041788,1521030,0,0,0,1,0
279,330814,20076,350890,0,0,0,0,0,0,0
351,111203,3342581,3453784,564629,453426,0,0,0,0,0
48,154860,0,0,6912318,7067178,1,0,0,0,0
257,2152,427,0,0,0,0,0,1,0,0
236,370212,0,0,646432,1016644,1,0,0,0,0
297,5326,125470,120144,0,0,0,0,1,0,0
20,444369,9540368,9984737,2523461,2079092,0,0,0,0,0
306,33190,635745,602556,1033711,1066901,1,0,0,0,0
141,120672,421415,542087,3625401,3504729,0,0,0,0,0
329,416458,14874264,15290722,1934447,1517989,0,0,0,0,0
231,27639,0,0,229652,422108,0,0,0,1,0
395,83113,11329,0,697874,780988,1,0,0,0,0
160,153012,0,0,887873,1040884,1,0,0,0,0
276,33136,0,0,0,0,0,0,1,0,0
120,21394,25545,4151,0,0,0,0,1,0,0
34,43445,0,0,243454,286899,1,0,0,0,0
181,45911,63143,17232,0,0,0,0,1,0,0
403,96842,16042,0,129289,226131,0,0,0,1,0
328,134019,0,0,12776036,12910054,1,0,0,0,0
491,1265033,1265033,0,0,0,0,0,0,1,1
281,213601,0,0,3892917,4106518,1,0,0,0,0
136,10156,0,0,0,0,0,0,1,0,0
298,16436,9638,0,0,0,0,0,1,0,0
283,108445,9067,0,126776,235221,0,0,0,1,0
204,252364,0,0,430139,682503,1,0,0,0,0
352,517108,31052,0,3134322,3651430,0,0,0,1,0
254,81242,19928,0,0,81242,1,0,0,0,0
183,174421,0,0,350266,524687,1,0,0,0,0
212,81810,0,0,260105,341916,1,0,0,0,0
156,103922,182,0,0,103922,1,0,0,0,0
212,3112,0,0,0,0,0,0,1,0,0
180,11315,296399,285084,0,0,0,0,1,0,0
18,726603,0,0,3845660,5106337,0,0,0,1,0
41,253657,0,0,2116477,2370135,1,0,0,0,0
305,1631,82093,80462,0,0,0,0,1,0,0
392,92001,92001,0,0,0,0,0,0,1,1
396,333455,115196,448651,720611,387157,0,0,0,0,0
121,1218,90076,88858,0,0,0,0,1,0,0
423,3588175,3588175,0,0,0,0,0,0,1,1
301,229616,40035,0,0,229616,1,0,0,0,0
403,147937,2958808,3106745,1440400,1292463,0,0,0,0,0
404,3910,82598,78688,0,0,0,0,1,0,0
39,963254,50334,0,8599265,10632581,0,0,0,1,0
251,1836,0,0,80790,82625,1,0,0,0,0
226,69978,39902,0,1025017,1094995,1,0,0,0,0
325,23575,44287,20712,0,0,0,0,1,0,0
16,167441,0,0,4250198,4417639,1,0,0,0,0
304,49687,178214,128527,22407204,42047860,1,0,0,0,0
14,230862,68527,299389,66,0,0,0,0,0,0
400,59662,10996,0,353937,413599,1,0,0,0,0
326,114475,435,0,2166656,2281132,1,0,0,0,0
379,217160,3909036,4126196,740144,522985,0,0,0,0,0
185,295655,14920,310575,0,0,0,0,0,0,0
145,3536,101,0,0,0,0,0,1,0,0
303,8662,0,0,0,0,0,0,1,0,0
169,19245,19245,0,264513,283758,1,0,0,0,1
140,2262,28005,25743,0,0,0,0,1,0,0
211,69814,65047,0,18746966,18816781,1,0,0,0,0
285,69561,0,0,186755,256316,1,0,0,0,0
33,10000000,19887819,9887819,0,0,0,0,0,1,1
43,110339,100588,210927,482664,372324,0,0,0,0,0
321,131644,153,0,2561806,2693450,1,0,0,0,0
322,166345,5988363,6154708,191931,25586,0,0,0,0,0
182,134820,0,0,771651,906471,1,0,0,0,0
352,199324,3595892,3795216,1774359,1575035,0,0,0,0,0
236,299624,7759,0,107056,406680,1,0,0,0,0
258,850,209824,208974,0,0,0,0,1,0,0
52,7484125,7484125,0,0,0,0,0,0,1,1
396,448345,10261,0,115122,563467,1,0,0,0,0
20,144766,0,144766,1311264,1166499,0,0,0,0,0
135,178127,150032,0,0,178127,1,0,0,0,0
301,3583,27000,23417,125443,129026,0,1,0,0,0
403,123440,20144,143584,996678,873237,0,0,0,0,0
307,316219,497,0,971282,1287501,1,0,0,0,0
156,42666,16928,0,774677,817342,1,0,0,0,0
331,289442,0,0,3262721,3552163,0,0,0,1,0
300,794421,794421,0,0,0,0,0,0,1,1
178,159544,0,0,273718,433262,1,0,0,0,0
16,168146,1364,0,0,168146,1,0,0,0,0
160,152095,331690,179595,308831,460925,1,0,0,0,0
20,131831,6966726,7098557,1253123,1121292,0,0,0,0,0
162,518008,39051,0,323126,841135,0,0,0,1,0
330,76182,19894,0,0,76182,1,0,0,0,0
21,9639,0,0,0,0,0,0,1,0,0
177,152254,11209,0,99061,251314,1,0,0,0,0
298,232930,0,0,408889,641819,0,0,0,1,0
19,17713,28820,11107,0,0,0,0,1,0,0
139,7676,0,0,0,0,0,0,1,0,0
38,18957,719,0,0,0,0,0,1,0,0
299,351739,0,0,783215,1134954,0,0,0,1,0
399,73709,0,0,149757,223466,1,0,0,0,0
327,750,248096,247346,0,0,0,0,1,0,0
15,269535,1009191,1278727,3833310,3254241,0,0,0,0,0
612,329862,31983,361845,122346,0,0,0,0,0,0
396,29255,47888,18633,0,0,0,0,1,0,0
278,236681,5810217,6046899,332321,95640,0,0,0,0,0
594,96659,20609,117268,30074,0,0,0,0,0,0
161,19442,29455,10013,0,0,0,0,1,0,0
251,15396,503543,488147,0,0,0,0,1,0,0
187,355530,324561,680091,0,0,0,0,0,0,0
589,65046,26324,0,267206,332252,1,0,0,0,0
157,409379,4771,0,259681,669060,1,0,0,0,0
189,3861,93853,89992,0,0,0,0,1,0,0
396,2865,35687,32823,0,0,0,0,1,0,0
209,526766,11438,0,436502,963269,0,0,0,1,0
122,990858,990858,0,679699,1670556,1,0,0,0,1
381,2022,162483,160461,0,0,0,0,1,0,0
205,8734,15594,6860,0,0,0,0,1,0,0
306,133005,0,0,454847,587851,1,0,0,0,0
10,59163,5840,0,0,0,0,0,1,0,0
188,4112,762,0,0,0,0,0,1,0,0
132,140422,72900,213322,0,0,0,0,0,0,0
38,19281,120,0,0,0,0,0,1,0,0
377,294982,0,0,635634,930615,1,0,0,0,0
572,1351105,1351105,0,0,0,0,0,0,1,1
383,68855,0,0,2606220,2675075,1,0,0,0,0
230,37392,0,0,0,0,0,0,1,0,0
173,2232668,2232668,0,205027,2437695,1,0,0,0,1
330,12589,40429,27840,0,0,0,0,1,0,0
15,568,0,0,0,0,0,0,1,0,0
181,38437,0,0,1108563,1147000,1,0,0,0,0
403,236291,8047481,8283772,8388706,8152415,0,0,0,0,0
307,10228,2487,0,0,0,0,0,1,0,0
234,18706,5174,0,0,0,0,0,1,0,0
140,4400458,4400458,0,1284136,5684594,1,0,0,0,1
161,10042,957,0,0,0,0,0,1,0,0
377,9033,0,0,0,0,0,0,1,0,0
139,2346,76147,73801,0,0,0,0,1,0,0
300,4163,10542,6379,1816881,1821044,0,1,0,0,0
171,1437292,1437292,0,0,0,0,0,0,1,1
273,51039,0,0,168072,219111,1,0,0,0,0
162,9417,14693,5276,0,0,0,0,1,0,0
326,69779,9683844,9753623,1422958,1353179,0,0,0,0,0
451,213042,247,0,288036,501078,1,0,0,0,0
206,70434,101446,31012,346264,416697,1,0,0,0,0
120,15810,20641,4831,0,0,0,0,1,0,0
37,303227,0,0,894438,1197665,1,0,0,0,0
356,23606,0,0,0,0,0,0,1,0,0
191,43339,104904,148243,159216,115877,0,0,0,0,0
395,33718,43591,77309,816878,1011061,0,0,0,0,0
331,26744,64136,90880,0,0,0,0,0,0,0
284,19363,45940,26577,0,0,0,0,1,0,0
13,273695,33486,0,839067,1112762,1,0,0,0,0
187,126827,9972888,10099714,252518,125692,0,0,0,0,0
330,18768,0,0,0,0,0,0,1,0,0
334,7113,6512,0,0,0,0,0,1,0,0
188,2120,0,0,0,0,0,0,1,0,0
210,7531,98497,90966,0,0,0,0,1,0,0
8,95058,9728902,9823959,11605427,10946293,0,0,0,0,0
134,52843,6840,0,0,0,0,0,1,0,0
359,5505,28278,22773,0,0,0,0,1,0,0
550,5291,115926,110635,0,0,0,0,1,0,0
206,198255,5502,203757,111397,0,0,0,0,0,0
547,826025,0,0,1568632,2394657,0,0,0,1,0
205,1771,47208,45437,0,0,0,0,1,0,0
36,2052,107810,105758,0,0,0,0,1,0,0
44,59603,3621,0,91125,150729,1,0,0,0,0
205,493580,34654,0,0,493580,1,0,0,0,0
135,337966,442326,780292,1678280,1340314,0,0,0,0,0
209,345765,107945,453710,62227,0,0,0,0,0,0
300,25344,85565,60221,0,0,0,0,1,0,0
298,498389,50935,0,287149,785538,1,0,0,0,0
426,1443,4278239,4279682,825649,824207,0,0,0,0,0
323,30867,0,0,1986444,2017310,1,0,0,0,0
327,22021,52756,30735,0,0,0,0,1,0,0
596,40710,261,40971,5055,0,0,0,0,0,0
355,5522,9087,3565,0,0,0,0,1,0,0
41,255431,302020,46589,64115,477456,1,0,0,0,0
402,3674,0,0,1902776,1840415,1,0,0,0,0
206,162339,10087,0,83009,245348,1,0,0,0,0
226,285107,11252,0,803076,1088183,1,0,0,0,0
345,132973,132973,0,0,0,0,0,0,1,1
13,442833,450615,893448,616107,173273,0,0,0,0,0
17,8601,0,0,0,0,0,0,1,0,0
18,152271,48,0,153,141907,1,0,0,0,0
163,9864,49785,59650,0,0,0,0,0,0,0
348,160466,9779606,9940072,2434935,2274469,0,0,0,0,0
161,52520,5731771,5784291,18337298,18284778,0,0,0,0,0
226,1195610,166946,0,14368,1209977,0,0,0,1,0
15,17892,38967,21075,0,0,0,0,1,0,0
9,245287,6762159,7007446,313028,67741,0,0,0,0,0
351,348,0,0,682866,683214,1,0,0,0,0
185,448265,448265,0,5805622,6253887,1,0,0,0,1
36,191626,154935,0,28256,219882,1,0,0,0,0
307,120744,66755,0,223853,344597,1,0,0,0,0
305,427903,0,0,1176324,1604227,0,0,0,1,0
399,333955,31891,0,808208,1142162,0,0,0,1,0
185,135069,99577,0,0,135069,1,0,0,0,0
208,218858,49854,268712,122883,0,0,0,0,0,0
157,788,3908851,3909640,3223587,3222799,0,0,0,0,0
181,517490,974,0,0,517490,1,0,0,0,0
228,409815,11300,421115,0,0,0,0,0,0,0
596,239276,0,0,944192,1183468,1,0,0,0,0
41,218762,569808,788570,0,0,0,0,0,0,0
255,7217,105011,97794,0,0,0,0,1,0,0
592,308163,6082705,6390867,1564587,1256424,0,0,0,0,0
311,38884,0,0,0,0,0,0,1,0,0
14,3833,19872,16039,0,0,0,0,1,0,0
20,623,0,0,0,0,0,0,1,0,0
236,278479,597565,876044,4433301,4265994,0,0,0,0,0
301,228742,1692466,1921208,3226595,2997852,0,0,0,0,0
546,276480,144936,421416,1184665,908185,0,0,0,0,0
20,453894,0,0,3521170,3975064,1,0,0,0,0
255,169023,795791,964814,123413,0,0,0,0,0,0
303,12979,0,0,0,0,0,0,1,0,0
235,192,0,0,0,0,0,0,1,0,0
259,4028,9878,5850,0,0,0,0,1,0,0
348,14406,0,0,0,0,0,0,1,0,0
308,98366,0,0,284640,383006,1,0,0,0,0
157,106175,0,0,664228,770403,1,0,0,0,0
161,45960,9854,0,0,45960,1,0,0,0,0
134,284927,13165,0,1587992,1872918,1,0,0,0,0
44,2719,0,0,0,0,0,0,1,0,0
47,667044,667044,0,0,0,0,0,0,1,1
157,101702,0,0,1157635,1259337,1,0,0,0,0
135,244067,10373132,10617199,2250444,2006377,0,0,0,0,0
323,242730,0,0,6606811,6849541,1,0,0,0,0
33,70684,0,0,1304014,1374697,1,0,0,0,0
116,522465,522465,0,0,0,0,0,0,1,1
164,247030,0,0,4209397,4456428,1,0,0,0,0
43,56146,40193,0,0,56146,1,0,0,0,0
327,314497,68394,0,323853,638351,1,0,0,0,0
187,157689,0,0,1584277,1741966,1,0,0,0,0
203,43816,10945437,10989253,795994,752178,0,0,0,0,0
204,23487,13119,36606,797063,773576,0,0,0,0,0
476,818016,1203,0,1326806,2144822,0,0,0,1,0
276,318185,0,0,1246130,1564315,0,0,0,1,0
371,29206,70388,41182,0,0,0,0,1,0,0
251,5879,0,0,0,0,0,0,1,0,0
358,320743,0,0,353796,674539,1,0,0,0,0
370,138298,8575,146873,1277375,1139077,0,0,0,0,0
278,1155,6055,4900,0,0,0,0,1,0,0
156,209730,473958,264228,36148473,36358202,1,0,0,0,0
15,678201,240,0,860374,1633715,0,0,0,1,0
369,185462,0,0,259819,445282,1,0,0,0,0
234,154277,0,0,266193,420470,1,0,0,0,0
395,200681,0,0,2100490,2597675,1,0,0,0,0
8,6581,31130,24549,0,0,0,0,1,0,0
212,257420,4672705,4930125,968955,711535,0,0,0,0,0
14,6160,0,0,0,0,0,0,1,0,0
17,116434,32201,0,0,116434,1,0,0,0,0
135,60647,60647,0,43265,103912,1,0,0,0,1
396,23838,212274,188437,0,0,0,0,1,0,0
370,84993,0,0,186193,334891,0,0,0,1,0
358,229604,23284,0,8502827,8732431,0,0,0,1,0
455,9562,14678,5116,0,0,0,0,1,0,0
416,475,20586,20111,0,0,0,0,1,0,0
378,326158,105988,0,52897,379055,0,0,0,1,0
133,528249,31783,0,144932,673181,1,0,0,0,0
12,473707,50086,0,90506,239684,1,0,0,0,0
370,11046,33374,22328,0,0,0,0,1,0,0
299,78249,11463,0,1936557,2014807,1,0,0,0,0
