country,continent,collected,longitude,latitude,infant_mortality,life_expectancy,fertility,population,gdp
Burkina Faso,Africa,30/06/1967,-2,13,150.9,38.8,6.53,5343020,755269884.2
Burkina Faso,Africa,30/06/1968,-2,13,150.2,39.3,6.56,5434040,778462514.9
Burkina Faso,Africa,30/06/1969,-2,13,149.7,39.78,6.59,5528172,794234796.3
Burkina Faso,Africa,30/06/1970,-2,13,149.3,40.27,6.62,5624597,795164206.9
Burkina Faso,Africa,30/06/1971,-2,13,148.5,40.75,6.66,5723379,806402579.7
Burkina Faso,Africa,30/06/1972,-2,13,147.1,41.25,6.7,5825171,825042565.1
Burkina Faso,Africa,30/06/1973,-2,13,144.6,41.78,6.74,5930487,828749707.5
Burkina Faso,Africa,30/06/1974,-2,13,141,42.36,6.8,6040044,897423442.7
Burkina Faso,Africa,30/06/1975,-2,13,136.6,43,6.86,6154548,924331633.7
Burkina Faso,Africa,30/06/1976,-2,13,131.9,43.74,6.92,6274037,1003222368
Burkina Faso,Africa,30/06/1977,-2,13,127.4,44.61,6.98,6398937,1006937838
Burkina Faso,Africa,30/06/1978,-2,13,123.4,45.56,7.04,6530820,1053335771
Burkina Faso,Africa,30/06/1979,-2,13,120.2,46.58,7.09,6671659,1091936540
Burkina Faso,Africa,30/06/1980,-2,13,117.6,47.61,7.13,6822840,1100637952
Burkina Faso,Africa,30/06/1981,-2,13,115.6,48.58,7.15,6985158,1147473436
Burkina Faso,Africa,30/06/1982,-2,13,113.9,49.45,7.17,7158256,1257197102
Burkina Faso,Africa,30/06/1983,-2,13,112.4,50.17,7.17,7340907,1261546812
Burkina Faso,Africa,30/06/1984,-2,13,110.8,50.71,7.16,7531244,1239107721
Burkina Faso,Africa,30/06/1985,-2,13,109,51.08,7.14,7727912,1344647048
Burkina Faso,Africa,30/06/1986,-2,13,107.1,51.28,7.12,7930690,1451618598
Burkina Faso,Africa,30/06/1987,-2,13,105.3,51.38,7.09,8140076,1448187889
Burkina Faso,Africa,30/06/1988,-2,13,103.8,51.42,7.06,8356306,1532118965
Burkina Faso,Africa,30/06/1989,-2,13,102.9,51.42,7.04,8579825,1565063618
Burkina Faso,Africa,30/06/1990,-2,13,102.5,51.4,7.01,8811033,1555627403
Burkina Faso,Africa,30/06/1991,-2,13,102.3,51.4,6.98,9050090,1696722567
Burkina Faso,Africa,30/06/1992,-2,13,102.4,51.3,6.95,9297116,1700671023
Burkina Faso,Africa,30/06/1993,-2,13,102.4,51.3,6.92,9552473,1759537794
Burkina Faso,Africa,30/06/1994,-2,13,102.1,51.3,6.88,9816586,1782675844
Burkina Faso,Africa,30/06/1995,-2,13,101.4,51.3,6.84,10089876,1884580260
Burkina Faso,Africa,30/06/1996,-2,13,100.5,51.5,6.8,10372809,2092161948
Burkina Faso,Africa,30/06/1997,-2,13,99.4,51.6,6.75,10665781,2224320361
Burkina Faso,Africa,30/06/1998,-2,13,98.3,51.8,6.7,10969093,2386867457
Burkina Faso,Africa,30/06/1999,-2,13,97.3,52.2,6.65,11283016,2563595395
Burkina Faso,Africa,30/06/2000,-2,13,96.2,52.6,6.59,11607944,2610945549
Burkina Faso,Africa,30/06/2001,-2,13,95,53.2,6.53,11943740,2784535504
Burkina Faso,Africa,30/06/2002,-2,13,93.4,53.8,6.47,12290984,2915395385
Burkina Faso,Africa,30/06/2003,-2,13,91.4,54.5,6.4,12651596,3149921833
Burkina Faso,Africa,30/06/2004,-2,13,88.9,55.1,6.34,13028039,3295911699
Burkina Faso,Africa,30/06/2005,-2,13,86,55.9,6.27,13421929,3581061359
Burkina Faso,Africa,30/06/2006,-2,13,82.7,56.6,6.19,13834195,3823420769
Burkina Faso,Africa,30/06/2007,-2,13,79.2,57.4,6.12,14264002,3961301219
Burkina Faso,Africa,30/06/2008,-2,13,75.8,58,6.04,14709011,4191056891
Burkina Faso,Africa,30/06/2009,-2,13,72.5,58.5,5.95,15165856,4315340132
Burkina Faso,Africa,30/06/2010,-2,13,69.7,59,5.87,15632066,4655655008
Burkina Faso,Africa,30/06/2011,-2,13,67.3,59.5,5.78,16106851,4849461450
Burundi,Africa,30/06/1960,30,-3.5,145.1,40.58,6.95,2786740,341126765
Burundi,Africa,30/06/1961,30,-3.5,144.8,40.85,7,2840375,294235019
Burundi,Africa,30/06/1962,30,-3.5,144.6,41.13,7.05,2894510,320902003.5
Burundi,Africa,30/06/1963,30,-3.5,144.3,41.41,7.09,2950903,334172608.7
Burundi,Africa,30/06/1964,30,-3.5,142.8,41.69,7.14,3011957,355135383.2
Burundi,Africa,30/06/1965,30,-3.5,143.6,41.95,7.18,3079034,369224405.1
Burundi,Africa,30/06/1966,30,-3.5,144.5,42.18,7.22,3153879,386256700.6
Burundi,Africa,30/06/1967,30,-3.5,145.3,42.37,7.25,3235125,439643242.3
Burundi,Africa,30/06/1968,30,-3.5,145.9,42.52,7.27,3317315,438333616.9
Burundi,Africa,30/06/1969,30,-3.5,146.2,42.65,7.29,3392949,431935957.4
Burundi,Africa,30/06/1970,30,-3.5,146.4,42.76,7.31,3457113,524049197.5
Burundi,Africa,30/06/1971,30,-3.5,146.3,42.91,7.33,3507593,538443931.3
Burundi,Africa,30/06/1972,30,-3.5,146.2,43.1,7.35,3547335,503962170.8
Burundi,Africa,30/06/1973,30,-3.5,146.1,43.35,7.37,3582952,538680380.4
Burundi,Africa,30/06/1974,30,-3.5,146,43.66,7.4,3623853,534765038.2
Burundi,Africa,30/06/1975,30,-3.5,145.7,44.02,7.42,3676991,538497271.6
Burundi,Africa,30/06/1976,30,-3.5,144.8,44.43,7.44,3744696,581268284.3
Burundi,Africa,30/06/1977,30,-3.5,143,44.84,7.45,3825484,647936577.3
Burundi,Africa,30/06/1978,30,-3.5,140,45.24,7.46,3917866,641842241.4
Burundi,Africa,30/06/1979,30,-3.5,136,45.6,7.46,4018927,652528625.5
Burundi,Africa,30/06/1980,30,-3.5,131.1,45.93,7.45,4126544,658995547.9
Burundi,Africa,30/06/1981,30,-3.5,125.8,46.22,7.45,4239673,739150992.3
Burundi,Africa,30/06/1982,30,-3.5,120.3,46.49,7.45,4359122,731363298.8
Burundi,Africa,30/06/1983,30,-3.5,115,46.75,7.47,4486613,758535836.8
Burundi,Africa,30/06/1984,30,-3.5,110.6,46.95,7.49,4624617,759715693.9
Burundi,Africa,30/06/1985,30,-3.5,106.9,47.08,7.52,4774258,849234363
Burundi,Africa,30/06/1986,30,-3.5,104.5,47.05,7.55,4936429,876836012.3
Burundi,Africa,30/06/1987,30,-3.5,103.3,46.88,7.57,5108581,925089140.8
Burundi,Africa,30/06/1988,30,-3.5,103,46.54,7.57,5284173,971630600.9
Burundi,Africa,30/06/1989,30,-3.5,103.3,46.1,7.56,5454475,984742777.5
Burundi,Africa,30/06/1990,30,-3.5,103.9,45.6,7.54,5613141,1019207023
Burundi,Africa,30/06/1991,30,-3.5,104.5,45.4,7.51,5759429,1070135131
Burundi,Africa,30/06/1992,30,-3.5,104.8,45.3,7.47,5895131,1080943479
Burundi,Africa,30/06/1993,30,-3.5,104.8,45.1,7.42,6019901,1013492606
Burundi,Africa,30/06/1994,30,-3.5,104.3,45,7.37,6134041,974675838.8
Burundi,Africa,30/06/1995,30,-3.5,103.2,44.5,7.32,6239030,897481512.4
Burundi,Africa,30/06/1996,30,-3.5,101.7,44.3,7.27,6333415,825682991.4
Burundi,Africa,30/06/1997,30,-3.5,100,45,7.22,6420397,812554631.9
Burundi,Africa,30/06/1998,30,-3.5,97.9,45.5,7.17,6511920,851150976.9
Burundi,Africa,30/06/1999,30,-3.5,95.7,46.3,7.11,6623707,842554352
Burundi,Africa,30/06/2000,30,-3.5,93.4,46.7,7.06,6767073,835334806.6
Burundi,Africa,30/06/2001,30,-3.5,91,48.4,7,6946720,852507678.9
Burundi,Africa,30/06/2002,30,-3.5,88.6,49.8,6.94,7159918,890414598.4
Burundi,Africa,30/06/2003,30,-3.5,85.8,51.3,6.87,7401215,879518346
Burundi,Africa,30/06/2004,30,-3.5,82.9,53,6.8,7661613,922031252.8
Burundi,Africa,30/06/2005,30,-3.5,79.7,54.7,6.73,7934213,930329534.1
Burundi,Africa,30/06/2006,30,-3.5,76.2,56.4,6.65,8218070,980424592.2
Burundi,Africa,30/06/2007,30,-3.5,72.7,57.9,6.57,8514578,1027346066
Burundi,Africa,30/06/2008,30,-3.5,69.3,59.1,6.48,8821795,1079207715
Burundi,Africa,30/06/2009,30,-3.5,66.4,60,6.39,9137786,1116639230
Burundi,Africa,30/06/2010,30,-3.5,63.8,60.4,6.3,9461117,1158914103
Burundi,Africa,30/06/2011,30,-3.5,61.6,60.8,6.21,9790151,1207491444
Cambodia,Asia,30/06/1993,105,13,86.2,58.1,5.03,10007092,2211084362
Cambodia,Asia,30/06/1994,105,13,86.9,58,4.83,10355253,2412281198
Cambodia,Asia,30/06/1995,105,13,87.6,58.1,4.62,10694459,2567702131
Cambodia,Asia,30/06/1996,105,13,88.2,58.3,4.42,11022162,2706674885
Cambodia,Asia,30/06/1997,105,13,88.2,58.7,4.24,11338733,2858784408
Cambodia,Asia,30/06/1998,105,13,87.1,59,4.06,11641509,3001981856
Cambodia,Asia,30/06/1999,105,13,84.5,59.5,3.9,11928306,3359510628
Cambodia,Asia,30/06/2000,105,13,80.4,60,3.75,12197905,3654031716
Cambodia,Asia,30/06/2001,105,13,74.7,60.8,3.62,12448881,3947765866
Cambodia,Asia,30/06/2002,105,13,68.3,61.6,3.5,12681984,4211787743
Cambodia,Asia,30/06/2003,105,13,62.3,62.4,3.4,12901217,4570038145
Cambodia,Asia,30/06/2004,105,13,57.4,63.2,3.31,13112334,5042604253
Cambodia,Asia,30/06/2005,105,13,53.3,64,3.23,13320058,5710753630
Cambodia,Asia,30/06/2006,105,13,49.8,64.8,3.16,13525360,6325863882
Cambodia,Asia,30/06/2007,105,13,46.5,65.4,3.1,13728700,6971897273
Cambodia,Asia,30/06/2008,105,13,43.3,66.1,3.05,13933660,7438427180
Cambodia,Asia,30/06/2009,105,13,40,66.6,3.01,14144337,7444876071
Cambodia,Asia,30/06/2010,105,13,36.7,67,2.97,14363586,7888819881
Cambodia,Asia,30/06/2011,105,13,33.6,67.6,2.93,14593099,8435594576
Cameroon,Africa,30/06/1960,12,6,166.9,43.46,5.65,5361367,2537944080
Cameroon,Africa,30/06/1961,12,6,163.3,44,5.71,5474509,2785779139
Cameroon,Africa,30/06/1962,12,6,160.5,44.53,5.77,5593768,2870510257
Cameroon,Africa,30/06/1963,12,6,158.1,45.07,5.83,5719135,2977940547
Cameroon,Africa,30/06/1964,12,6,155.5,45.59,5.89,5850454,3083572854
Cameroon,Africa,30/06/1965,12,6,152.2,46.13,5.95,5987671,3146047697
Cameroon,Africa,30/06/1966,12,6,148.1,46.67,6.01,6130990,3291236402
Cameroon,Africa,30/06/1967,12,6,143.1,47.22,6.06,6280743,2932094527
Cameroon,Africa,30/06/1968,12,6,137.3,47.79,6.11,6437157,3118174741
Cameroon,Africa,30/06/1969,12,6,131.5,48.37,6.16,6600479,3271011438
Cameroon,Africa,30/06/1970,12,6,126.2,48.97,6.21,6770967,3372153343
Cameroon,Africa,30/06/1971,12,6,121.6,49.59,6.25,6948847,3489494427
Cameroon,Africa,30/06/1972,12,6,118.2,50.22,6.29,7134374,3582798039
Cameroon,Africa,30/06/1973,12,6,116,50.85,6.32,7327874,3774681265
Cameroon,Africa,30/06/1974,12,6,114.7,51.49,6.36,7529704,4179865452
Cameroon,Africa,30/06/1975,12,6,114.3,52.13,6.39,7740196,4649893779
Cameroon,Africa,30/06/1976,12,6,114.2,52.74,6.43,7959500,4394375680
Cameroon,Africa,30/06/1977,12,6,113.9,53.36,6.47,8187840,4998157253
Cameroon,Africa,30/06/1978,12,6,113,53.95,6.52,8425707,6097902039
Cameroon,Africa,30/06/1979,12,6,111.4,54.52,6.56,8673666,6465917670
Cameroon,Africa,30/06/1980,12,6,109.2,55.06,6.61,8932121,6338843529
Cameroon,Africa,30/06/1981,12,6,106.3,55.56,6.65,9201146,7421688027
Cameroon,Africa,30/06/1982,12,6,103.1,56.03,6.68,9480638,7979517136
Cameroon,Africa,30/06/1983,12,6,99.5,56.45,6.7,9770555,8527457057
Cameroon,Africa,30/06/1984,12,6,95.8,56.83,6.71,10070779,9164848021
Cameroon,Africa,30/06/1985,12,6,92.4,57.17,6.7,10381098,9903824534
Cameroon,Africa,30/06/1986,12,6,89.4,57.48,6.67,10701458,10574478164
Cameroon,Africa,30/06/1987,12,6,87.2,57.75,6.63,11031515,10347481106
Cameroon,Africa,30/06/1988,12,6,85.8,58.01,6.57,11370394,9537932265
Cameroon,Africa,30/06/1989,12,6,85.2,58.22,6.51,11716975,9364425783
Cameroon,Africa,30/06/1990,12,6,85.6,58.4,6.43,12070359,8792662258
Cameroon,Africa,30/06/1991,12,6,86.7,58.2,6.35,12430311,8457784979
Cameroon,Africa,30/06/1992,12,6,88.2,57.9,6.26,12796739,8195593373
Cameroon,Africa,30/06/1993,12,6,89.9,57.4,6.17,13169100,7933334602
Cameroon,Africa,30/06/1994,12,6,91.5,57,6.08,13546823,7735001163
Cameroon,Africa,30/06/1995,12,6,93,56.5,5.99,13929575,7990255903
Cameroon,Africa,30/06/1996,12,6,94.1,56.2,5.9,14317191,8389769052
Cameroon,Africa,30/06/1997,12,6,94.7,55.5,5.82,14709961,8817647112
Cameroon,Africa,30/06/1998,12,6,94.7,55,5.75,15108630,9261990653
Cameroon,Africa,30/06/1999,12,6,93.8,54.7,5.68,15514249,9668944996
Cameroon,Africa,30/06/2000,12,6,91.9,54.3,5.62,15927713,10075040331
Cameroon,Africa,30/06/2001,12,6,89.3,54.2,5.57,16349364,10529854963
Cameroon,Africa,30/06/2002,12,6,86.2,54.2,5.52,16779434,10952001542
Cameroon,Africa,30/06/2003,12,6,83.1,54.3,5.46,17218591,11393475992
Cameroon,Africa,30/06/2004,12,6,80.3,54.4,5.41,17667576,11815245845
Cameroon,Africa,30/06/2005,12,6,77.8,54.9,5.36,18126999,12086601214
Cameroon,Africa,30/06/2006,12,6,75.3,55.4,5.3,18597109,12476049222
Cameroon,Africa,30/06/2007,12,6,73.1,55.7,5.24,19078100,12912710945
Cameroon,Africa,30/06/2008,12,6,70.8,56.6,5.17,19570418,13287179562
Cameroon,Africa,30/06/2009,12,6,68.8,57.3,5.09,20074522,13552923153
Cameroon,Africa,30/06/2010,12,6,66.2,57.8,5.02,20590666,13986616694
Cameroon,Africa,30/06/2011,12,6,64.4,58.1,4.94,21119065,14518108128
Canada,Americas,30/06/1960,-95,60,27.8,71,3.91,17909232,167894860728
Canada,Americas,30/06/1961,-95,60,27,71.22,3.85,18295922,173205864895
Canada,Americas,30/06/1962,-95,60,26,71.25,3.77,18659663,185532543976
Canada,Americas,30/06/1963,-95,60,25.1,71.26,3.68,19007305,195146424965
Canada,Americas,30/06/1964,-95,60,24,71.64,3.51,19349346,208220175172
Canada,Americas,30/06/1965,-95,60,23.1,71.74,3.15,19693538,222038801086
Canada,Americas,30/06/1966,-95,60,22.1,71.86,2.81,20041006,236659979328
Canada,Americas,30/06/1967,-95,60,21.2,72.07,2.6,20389445,243559352224
Canada,Americas,30/06/1968,-95,60,20.2,72.23,2.46,20739031,256456652565
Canada,Americas,30/06/1969,-95,60,19.4,72.39,2.41,21089228,269946274608
Canada,Americas,30/06/1970,-95,60,18.5,72.58,2.31,21439200,276920125854
Canada,Americas,30/06/1971,-95,60,17.7,72.91,2.14,21790338,288322748523
Canada,Americas,30/06/1972,-95,60,16.7,72.81,1.97,22141998,304024389011
Canada,Americas,30/06/1973,-95,60,15.9,73.04,1.88,22488744,325197264382
Canada,Americas,30/06/1974,-95,60,15,73.12,1.83,22823272,337200255236
Canada,Americas,30/06/1975,-95,60,14.2,73.41,1.83,23140609,343347325297
Canada,Americas,30/06/1976,-95,60,13.3,73.84,1.78,23439940,361198991147
Canada,Americas,30/06/1977,-95,60,12.5,74.13,1.75,23723801,373690085185
Canada,Americas,30/06/1978,-95,60,11.8,74.46,1.7,23994948,388464263753
Canada,Americas,30/06/1979,-95,60,11,74.81,1.7,24257594,403245029408
Canada,Americas,30/06/1980,-95,60,10.3,75.05,1.68,24515788,411965674557
Canada,Americas,30/06/1981,-95,60,9.7,75.46,1.65,24768525,426397324574
Canada,Americas,30/06/1982,-95,60,9.2,75.67,1.64,25017501,414206601727
Canada,Americas,30/06/1983,-95,60,8.7,76.04,1.62,25272656,425463934275
Canada,Americas,30/06/1984,-95,60,8.3,76.33,1.62,25546736,450202400113
Canada,Americas,30/06/1985,-95,60,8,76.31,1.61,25848173,471722414995
Canada,Americas,30/06/1986,-95,60,7.7,76.46,1.59,26181342,483141789896
Canada,Americas,30/06/1987,-95,60,7.5,76.76,1.58,26541981,503690868080
Canada,Americas,30/06/1988,-95,60,7.2,76.82,1.6,26919036,528746831536
Canada,Americas,30/06/1989,-95,60,7.1,77.09,1.66,27296517,542596841726
Canada,Americas,30/06/1990,-95,60,6.8,77.4,1.72,27662440,543644188640
Canada,Americas,30/06/1991,-95,60,6.6,77.6,1.71,28014102,532270264643
Canada,Americas,30/06/1992,-95,60,6.4,77.7,1.71,28353843,536928652927
Canada,Americas,30/06/1993,-95,60,6.1,77.8,1.68,28680921,549484959132
Canada,Americas,30/06/1994,-95,60,6,77.9,1.69,28995822,575883371021
Canada,Americas,30/06/1995,-95,60,5.7,78,1.67,29299478,592056646975
Canada,Americas,30/06/1996,-95,60,5.6,78.3,1.63,29590952,601640859296
Canada,Americas,30/06/1997,-95,60,5.4,78.6,1.57,29871092,627065699653
Canada,Americas,30/06/1998,-95,60,5.4,78.8,1.56,30145148,652759293179
Canada,Americas,30/06/1999,-95,60,5.3,79,1.54,30420216,688868389470
Canada,Americas,30/06/2000,-95,60,5.2,79.2,1.51,30701903,724918860683
Canada,Americas,30/06/2001,-95,60,5.3,79.5,1.54,30991344,737849972166
Canada,Americas,30/06/2002,-95,60,5.3,79.6,1.51,31288572,759428612127
Canada,Americas,30/06/2003,-95,60,5.2,79.8,1.54,31596593,773714028802
Canada,Americas,30/06/2004,-95,60,5.2,80.1,1.55,31918582,797853728386
Canada,Americas,30/06/2005,-95,60,5.3,80.2,1.57,32256333,821941389978
Canada,Americas,30/06/2006,-95,60,5.2,80.5,1.61,32611436,845145064427
Canada,Americas,30/06/2007,-95,60,5.1,80.6,1.66,32982275,863738436331
Canada,Americas,30/06/2008,-95,60,5,80.8,1.68,33363256,869687235058
Canada,Americas,30/06/2009,-95,60,5,81.1,1.67,33746559,845598914757
Canada,Americas,30/06/2010,-95,60,4.9,81.3,1.63,34126173,872784483603
Canada,Americas,30/06/2011,-95,60,4.7,81.6,1.61,34499905,894251850391
Cape Verde,Africa,30/06/1980,-24,16,62.6,62.41,6.38,285599,168002515.5
Cape Verde,Africa,30/06/1981,-24,16,61.6,63.19,6.27,290428,182201353
Cape Verde,Africa,30/06/1982,-24,16,60.9,63.95,6.17,296071,187348595.4
Cape Verde,Africa,30/06/1983,-24,16,60.3,64.69,6.08,302174,205185586.2
Cape Verde,Africa,30/06/1984,-24,16,59.4,65.43,5.98,308251,212948312.7
Cape Verde,Africa,30/06/1985,-24,16,58,66.12,5.88,313976,231351490.4
Cape Verde,Africa,30/06/1986,-24,16,56.2,66.75,5.78,319161,237994645.6
Cape Verde,Africa,30/06/1987,-24,16,54,67.33,5.68,323972,248249986.1
Cape Verde,Africa,30/06/1988,-24,16,51.8,67.85,5.57,328861,263137178.1
Cape Verde,Africa,30/06/1989,-24,16,49.7,68.3,5.44,334473,278130601.2
Cape Verde,Africa,30/06/1990,-24,16,48.2,68.7,5.31,341256,280055742.5
Cape Verde,Africa,30/06/1991,-24,16,47,68.6,5.16,349326,283988137.1
Cape Verde,Africa,30/06/1992,-24,16,46.3,68.6,5.02,358473,292633758.5
Cape Verde,Africa,30/06/1993,-24,16,45.8,68.4,4.86,368423,314026757.7
Cape Verde,Africa,30/06/1994,-24,16,45.1,68.3,4.71,378763,335787330.6
Cape Verde,Africa,30/06/1995,-24,16,43.7,68.3,4.55,389156,360942910
Cape Verde,Africa,30/06/1996,-24,16,41.6,68.2,4.39,399508,385103610.7
Cape Verde,Africa,30/06/1997,-24,16,38.8,68.2,4.22,409805,414523320.5
Cape Verde,Africa,30/06/1998,-24,16,35.5,68.2,4.05,419884,449397101.7
Cape Verde,Africa,30/06/1999,-24,16,32.1,68.2,3.88,429576,502696350.7
Cape Verde,Africa,30/06/2000,-24,16,29.1,68.4,3.7,438737,539227052.7
Cape Verde,Africa,30/06/2001,-24,16,26.7,68.6,3.53,447357,572322732.9
Cape Verde,Africa,30/06/2002,-24,16,24.9,68.7,3.36,455396,602555643.3
Cape Verde,Africa,30/06/2003,-24,16,23.8,68.9,3.19,462675,630774693.7
Cape Verde,Africa,30/06/2004,-24,16,23.3,69.1,3.04,468985,657771850.6
Cape Verde,Africa,30/06/2005,-24,16,23.2,69.3,2.9,474224,700664444.4
Cape Verde,Africa,30/06/2006,-24,16,23.4,69.6,2.77,478265,771724177.1
Cape Verde,Africa,30/06/2007,-24,16,23.6,69.6,2.66,481278,838471844.9
Cape Verde,Africa,30/06/2008,-24,16,23.6,70.4,2.57,483824,890437200
Cape Verde,Africa,30/06/2009,-24,16,23.6,70.7,2.49,486673,923495946.3
Cape Verde,Africa,30/06/2010,-24,16,23.3,71.1,2.43,490379,971606714.9
Cape Verde,Africa,30/06/2011,-24,16,22.9,71.4,2.38,495159,1020632797
Central African Republic,Africa,30/06/1960,21,7,165.5,37.43,5.84,1503501,534982718
Central African Republic,Africa,30/06/1961,21,7,162.9,37.89,5.87,1529229,561479896.3
Central African Republic,Africa,30/06/1962,21,7,160.4,38.36,5.89,1556656,540628553.6
Central African Republic,Africa,30/06/1963,21,7,157.6,38.85,5.91,1585765,536804991.2
Central African Republic,Africa,30/06/1964,21,7,154.7,39.36,5.93,1616515,547972473.7
Central African Republic,Africa,30/06/1965,21,7,151.7,39.92,5.94,1648830,553164890.8
Central African Republic,Africa,30/06/1966,21,7,148.6,40.5,5.95,1682874,556732800.3
Central African Republic,Africa,30/06/1967,21,7,145.6,41.15,5.95,1718558,582768491.2
Central African Republic,Africa,30/06/1968,21,7,142.6,41.84,5.95,1755260,590951707.4
Central African Republic,Africa,30/06/1969,21,7,139.8,42.57,5.95,1792150,632858495.2
Central African Republic,Africa,30/06/1970,21,7,137,43.36,5.95,1828710,647622869
Central African Republic,Africa,30/06/1971,21,7,134.5,44.19,5.95,1864757,654941830
Central African Republic,Africa,30/06/1972,21,7,132.1,45.04,5.95,1900702,654936702.6
Central African Republic,Africa,30/06/1973,21,7,129.9,45.91,5.95,1937383,667306943.4
Central African Republic,Africa,30/06/1974,21,7,127.9,46.77,5.95,1975968,709608468.6
Central African Republic,Africa,30/06/1975,21,7,126,47.6,5.95,2017379,712482410.3
Central African Republic,Africa,30/06/1976,21,7,124.2,48.36,5.95,2061552,751187608.5
Central African Republic,Africa,30/06/1977,21,7,122.6,49.07,5.95,2108417,779779920.3
Central African Republic,Africa,30/06/1978,21,7,121,49.7,5.95,2158844,789209202.1
Central African Republic,Africa,30/06/1979,21,7,119.6,50.21,5.95,2213888,769754632.8
Central African Republic,Africa,30/06/1980,21,7,118.4,50.61,5.95,2274095,735280403.1
Central African Republic,Africa,30/06/1981,21,7,117.4,50.86,5.96,2340259,723923942.4
Central African Republic,Africa,30/06/1982,21,7,116.7,50.96,5.96,2411693,779779920.3
Central African Republic,Africa,30/06/1983,21,7,116.2,50.95,5.96,2485666,716411512.4
Central African Republic,Africa,30/06/1984,21,7,115.9,50.81,5.95,2558432,784338464.5
Central African Republic,Africa,30/06/1985,21,7,115.7,50.57,5.94,2627424,815141622.8
Central African Republic,Africa,30/06/1986,21,7,115.6,50.21,5.93,2691312,844307119.6
Central African Republic,Africa,30/06/1987,21,7,115.5,49.8,5.9,2751163,802606510.9
Central African Republic,Africa,30/06/1988,21,7,115.4,49.34,5.87,2809720,816333273
Central African Republic,Africa,30/06/1989,21,7,115.4,48.86,5.83,2871005,832474749.9
Central African Republic,Africa,30/06/1990,21,7,115.3,48.4,5.78,2937832,814596168.9
Central African Republic,Africa,30/06/1991,21,7,115.2,48.1,5.73,3010950,810096120.4
Central African Republic,Africa,30/06/1992,21,7,115.1,48,5.69,3089141,758054781
Central African Republic,Africa,30/06/1993,21,7,115.2,47.5,5.65,3170848,760595369.8
Central African Republic,Africa,30/06/1994,21,7,115.4,47.2,5.62,3253698,797864535.9
Central African Republic,Africa,30/06/1995,21,7,115.4,46.7,5.6,3335840,855310801
Central African Republic,Africa,30/06/1996,21,7,115.4,46.3,5.57,3417163,821098357.4
Central African Republic,Africa,30/06/1997,21,7,115.1,45.9,5.55,3497910,864616592
Central African Republic,Africa,30/06/1998,21,7,114.7,45.7,5.52,3577028,905253518.8
Central African Republic,Africa,30/06/1999,21,7,114.2,45.5,5.49,3653310,937842672
Central African Republic,Africa,30/06/2000,21,7,113.6,45.3,5.45,3726048,959413050.6
Central African Republic,Africa,30/06/2001,21,7,112.9,45.2,5.39,3794677,961916948.9
Central African Republic,Africa,30/06/2002,21,7,112.1,45.2,5.33,3859784,956312926.5
Central African Republic,Africa,30/06/2003,21,7,111.3,45.2,5.26,3923294,883633144.1
Central African Republic,Africa,30/06/2004,21,7,110.4,45.4,5.18,3987896,892469475.5
Central African Republic,Africa,30/06/2005,21,7,109.3,45.5,5.09,4055608,913888742.9
Central African Republic,Africa,30/06/2006,21,7,108.1,45.8,5,4127112,948616515.2
Central African Republic,Africa,30/06/2007,21,7,106.9,46.2,4.9,4202104,983715326.2
Central African Republic,Africa,30/06/2008,21,7,105.5,46.8,4.81,4280405,1003389633
Central African Republic,Africa,30/06/2009,21,7,103.6,47.6,4.72,4361492,1020447256
Central African Republic,Africa,30/06/2010,21,7,101.7,47.9,4.63,4444973,1054122016
Central African Republic,Africa,30/06/2011,21,7,99.7,48.1,4.54,4530903,1086799798
Chad,Africa,30/06/1969,19,15,137.3,45.12,6.48,3569778,814245430.4
Chad,Africa,30/06/1970,19,15,135.9,45.72,6.53,3644911,829387598.2
Chad,Africa,30/06/1971,19,15,134.5,46.33,6.58,3727382,810746063.9
Chad,Africa,30/06/1972,19,15,131.8,46.91,6.64,3816299,820066531.1
Chad,Africa,30/06/1973,19,15,131.2,47.47,6.69,3908729,751337714.5
Chad,Africa,30/06/1974,19,15,130.6,47.98,6.74,4000511,788617984.3
Chad,Africa,30/06/1975,19,15,130,48.45,6.78,4088858,859674572.8
Chad,Africa,30/06/1976,19,15,129.4,48.89,6.82,4173070,885299453.8
Chad,Africa,30/06/1977,19,15,128.8,49.31,6.86,4254770,905082575.4
Chad,Africa,30/06/1978,19,15,128.1,49.72,6.89,4336389,900831998.3
Chad,Africa,30/06/1979,19,15,127.4,50.14,6.93,4421448,707683819.5
Chad,Africa,30/06/1980,19,15,126.6,50.56,6.96,4512795,664885432.3
Chad,Africa,30/06/1981,19,15,125.7,50.97,6.99,4610964,671819642.7
Chad,Africa,30/06/1982,19,15,124.8,51.38,7.02,4716073,707739212.2
Chad,Africa,30/06/1983,19,15,123.8,51.78,7.06,4830055,818703645.9
Chad,Africa,30/06/1984,19,15,122.7,52.15,7.09,4955088,835478056
Chad,Africa,30/06/1985,19,15,121.5,52.51,7.12,5092650,1017551897
Chad,Africa,30/06/1986,19,15,120.4,52.81,7.16,5244158,976018811.4
Chad,Africa,30/06/1987,19,15,119.3,53.09,7.2,5409275,952703591.1
Chad,Africa,30/06/1988,19,15,118.1,53.33,7.24,5585528,1100204582
Chad,Africa,30/06/1989,19,15,117,53.52,7.28,5769273,1153946661
Chad,Africa,30/06/1990,19,15,115.8,53.7,7.31,5958022,1105729319
